"Object Number","Collection Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Geographic Name","Level","Full Name","Scope And Content","Date","Extent","Physical/Technical","Multimedia name","Copyright","Multimedia irn"
"2001/090/1/1/4389","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Uplands murders","Scene of a village following the Uplands massacre of 26 March 1953 during the Mau Mau emergency. The body of a dead child is seen uncovered in the foreground and bodies are visible in the distance. There is evidence of a fire and the ground is charred. Uplands.","29 March 1953","1 negative","default","sensitive1.jpg","[Copyright] Bristol Record Office",114183
"2001/090/1/1/4390","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Uplands murders","Scene of a village following the Uplands massacre of 26 March 1953 during the Mau Mau emergency. The body of a dead child is seen uncovered in the foreground and bodies are visible in the distance. There is evidence of a fire and the ground is charred. Uplands.","29 March 1953","1 negative","default","sensitive1.jpg","[Copyright] Bristol Record Office",114184
"2001/090/1/1/4411","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Prisoners in camp","Prisoners sit together in tightly packed lines in a fenced camp watched over by guards with guns, in the aftermath of the Uplands massacre of 26 March 1953 during the Mau Mau emergency. Uplands.","29 March 1953","1 negative","default","332.tif","[Copyright] Bristol Record Office",116232
"2001/090/1/1/4417","Trotter","Zanzibar","default","default","default","default","default","default","default","default","default","Item","Zanzibar funeral","An all male funeral procession dressed predominantly in white, makes its way along a main street with a coffin covered by a dark cloth. Zanzibar.","3-12 March 1953","1 negative","default","333.tif","[Copyright] Bristol Record Office",113838
"2001/090/1/1/4418","Trotter","Zanzibar","default","default","default","default","default","default","default","default","default","Item","Zanzibar funeral","An all male funeral procession dressed predominantly in white, makes its way along a main street with a coffin covered by a dark cloth. Zanzibar.","3-12 March 1953","1 negative","default","334.tif","[Copyright] Bristol Record Office",113839
"2001/090/1/1/4442","Trotter","Zanzibar","default","default","default","default","default","default","default","default","default","Item","Dhow at sea","A small dhow sailing off the coast of Zanzibar in the Indian ocean.","3-12 March 1953","1 negative","default","335.tif","[Copyright] Bristol Record Office",120030
"2001/090/1/1/4444","Trotter","Zanzibar","default","default","default","default","default","default","default","default","default","Item","Dhow at sea","A small dhow sailing off the coast of Zanzibar in the Indian ocean.","3-12 March 1953","1 negative","default","336.tif","[Copyright] Bristol Record Office",120031
"2001/090/1/1/4453","Trotter","Zanzibar","default","default","default","default","default","default","default","default","default","Item","Dhows in a harbour","Dhows in a harbour off the coast of Zanzibar, in the Indian ocean.","3-12 March 1953","1 negative","default","337.tif","[Copyright] Bristol Record Office",120023
"2001/090/1/1/4455","Trotter","Zanzibar","default","default","default","default","default","default","default","default","default","Item","Dhows in a harbour","A dhow in a harbour off the coast of Zanzibar.","3-12 March 1953","1 negative","default","338.tif","[Copyright] Bristol Record Office",120029
"2001/090/1/1/4459","Trotter","Zanzibar","default","default","default","default","default","default","default","default","default","Item","Dhows in a harbour","Dhows in a harbour off the coast of Zanzibar.","3-12 March 1953","1 negative","default","339.tif","[Copyright] Bristol Record Office",120024
"2001/090/1/1/4462","Trotter","Zanzibar","default","default","default","default","default","default","default","default","default","Item","Dhows in a harbour","Dhows in a harbour off the coast of Zanzibar.","3-12 March 1953","1 negative","default","340.tif","[Copyright] Bristol Record Office",120025
"2001/090/1/1/4467","Trotter","Zanzibar","default","default","default","default","default","default","default","default","default","Item","Dhow under repair","A workman hammers the underside of a dry-docked dhow.","3-12 March 1953","1 negative","default","341.tif","[Copyright] Bristol Record Office",120027
"2001/090/1/1/4469","Trotter","Zanzibar","default","default","default","default","default","default","default","default","default","Item","Amateur photographer","Listed in Trotter's negative books as an 'amateur photographer', a man smoking a cigarette bends over to peer into the viewfinder of a Paillard-Bolex movie camera mounted on a tripod. A group of casually dressed, barefooted men surround him, two of them looking directly into Trotter's lens.","3-12 March 1953","1 negative","default","342.tif","[Copyright] Bristol Record Office",121433
"2001/090/1/1/4470","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Kenya Regiment camp","A Kenya Regiment camp during the Mau Mau emergency as seen from above. Tents pitched in grid formation and parading soldiers are visible on the ground.","20-28 March 1953","1 negative","default","343.tif","[Copyright] Bristol Record Office",118752
"2001/090/1/1/4475","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Interview board, Mau Mau era","Women queue up for the 'interviewing board' at a Mau Mau cleansing ceremony. Two men sit at a desk with coins beside them.","20-28 March 1953","1 negative","default","344.tif","[Copyright] Bristol Record Office",118907
"2001/090/1/1/4476","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Tribal healer at a cleansing ceremony","Upper body shot of a tribal healer at a Mau Mau cleansing ceremony wearing a jacket and a feathered hat.","20-28 March 1953","1 negative","default","345.tif","[Copyright] Bristol Record Office",113925
"2001/090/1/1/4477","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Man at a cleansing ceremony","Upper body shot of a man wearing a checked shirt, jacket and hat taken at a Mau Mau cleansing ceremony. Described in Trotter's negative books as 'lips touched with blood'.","20-28 March 1953","1 negative","default","346.tif","[Copyright] Bristol Record Office",117720
"2001/090/1/1/4481","Trotter","Kenya","default","default","default","default","default","default","default","default","default","Item","Woman at a cleansing ceremony","A woman at a Mau Mau cleansing ceremony, wrapped in cloth with her head covered. Her mouth is ceremonially 'washed'.","20-28 March 1953","1 negative","default","347.tif","[Copyright] Bristol Record Office",113917
